course_id,course_title,url,level,subject,,,
768940,Learn Corel x7 Like a Pro,https://www.udemy.com/learn-corel-x7/,Intermediate Level,Graphic Design,,,
640428,Make tech circles in Adobe Illustrator in 30 minutes,https://www.udemy.com/make-tech-circles-in-adobe-illustrator-in-30-minutes/,All Levels,Graphic Design,,,
1168910,Easy Illustration and 2D Animation,https://www.udemy.com/easy-illustration-and-2d-animation/,All Levels,Graphic Design,,,
640426,Make Tech circles in Adobe Photoshop and Illustrator,https://www.udemy.com/make-tech-circles-in-adobe-photoshop-and-illustrator/,All Levels,Graphic Design,,,
300466,Turn Your Photos Into Professional And Modern Artworks,https://www.udemy.com/turn-your-photos-into-professional-and-modern-artworks/,All Levels,Graphic Design,,,
682060,Calligraphy for Beginners: Creating Strong Lines,https://www.udemy.com/calligraphy-for-beginners-creating-strong-lines/,Beginner Level,Graphic Design,,,
809216,Canva: Design Album Cover Artwork in Minutes - No More Fees!,https://www.udemy.com/canva-make-album-covers-for-free/,Beginner Level,Graphic Design,,,
532140,Getting Started With Photoshop CC,https://www.udemy.com/getting-started-with-photoshop-cc2/,Beginner Level,Graphic Design,,,
546832,Learn Adobe Photoshop in 1 Hour,https://www.udemy.com/learn-adobe-photoshop-in-1-hour/,All Levels,Graphic Design,,,
1260674,Learn Comic Book Color Flatting! (Coloring Assistant role),https://www.udemy.com/flatting/,Beginner Level,Graphic Design,,,
288110,Illustrator - Creating stylised images from a photo,https://www.udemy.com/illustrator-free-creating-stylised-images-from-a-photo-using-trace/,All Levels,Graphic Design,,,
388104,Gimp In-Depth Essential Training Course: Free Photoshop Alt.,https://www.udemy.com/gimp-in-depth-essential-training-course/,All Levels,Graphic Design,,,
742392,ConviÃ©rtete en un experto de photoshop cc naked series,https://www.udemy.com/photoshop-cc-naked-series/,Intermediate Level,Graphic Design,,,
1265678,CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,https://www.udemy.com/corso-completo-di-e-on-vue-x-stream-per-tutti/,All Levels,Graphic Design,,,
814200,å•†æ¥­å¥½è¨­è¨ˆ-Illustratorå€‹æ€§å•†å“è¨­è¨ˆ,https://www.udemy.com/illustrator-u/,Beginner Level,Graphic Design,,,
468182,IlustraciÃ³n de la A a la Z,https://www.udemy.com/ilustracion-de-la-a-a-la-z/,All Levels,Graphic Design,,,
789670,DiseÃ±o GrÃ¡fico fÃ¡cil y rÃ¡pido.,https://www.udemy.com/aprende-diseno-grafico-facil-y-rapido/,All Levels,Graphic Design,,,
1009622,è¶…åŸºç¤Žï¼è¶…å…¥é–€ï¼ã€œä½œã‚ŠãªãŒã‚‰å­¦ã¶ã€‚å®Œå…¨ç„¡æ–™3DCGã‚½ãƒ•ãƒˆBlenderã€œ,https://www.udemy.com/blender-beginner/,Beginner Level,Graphic Design,,,
1164570,è°ƒè‰²é«˜çº§è®²è§£,https://www.udemy.com/dezepioy/,Beginner Level,Graphic Design,,,
686430,Curso de Corel Draw: Como Hacer Todo para tu Fiesta TemÃ¡tica,https://www.udemy.com/coreldraw-para-eventos/,Beginner Level,Graphic Design,,,
1007622,Infodesign,https://www.udemy.com/infodesign/,Beginner Level,Graphic Design,,,
1031648,ØªØµÙ…ÙŠÙ… Ø§Ù„Ù‚ÙˆØ§Ù„Ø¨ Ø§Ù„Ø¯Ø§Ø¦Ø±ÙŠØ© Ø¨Ø§Ù„ÙÙŠØºØ§Ø³ | Circular Templates Vegas,https://www.udemy.com/circular-templates-vegas/,All Levels,Graphic Design,,,
1069348,Affinity Designer - tworzenie wzorkÃ³w,https://www.udemy.com/affinity-designer-tworzenie-wzorkow/,Beginner Level,Graphic Design,,,
181294,Photoshop: Creando efectos de luz,https://www.udemy.com/photoshop-creando-efectos-de-luz/,Beginner Level,Graphic Design,,,
780150,Learning Photoshop CC 2015,https://www.udemy.com/learning-photoshop-cc-2015/,All Levels,Graphic Design,,,
922464,Create Awesome Ebook Covers Using Microsoft Word,https://www.udemy.com/ebook-cover-creator/,All Levels,Graphic Design,,,
855188,Photoshop Essentials: Designing FaceBook Graphics,https://www.udemy.com/photoshop-for-beginners-facebook-cover/,Beginner Level,Graphic Design,,,
855764,Advance Learning Tools Corel Draw Graphics Design,https://www.udemy.com/advance-learning-tools-corel-draw-graphics-design/,Beginner Level,Graphic Design,,,
699376,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-2/,Beginner Level,Graphic Design,,,
192726,Logo Design for Entrepreneurs,https://www.udemy.com/introduction-to-logo-design/,Beginner Level,Graphic Design,,,
358998,Sketch 3: Design a mobile application from scratch,https://www.udemy.com/mobile-app-design/,All Levels,Graphic Design,,,
525446,Draw a Kitten,https://www.udemy.com/draw-a-kitten/,All Levels,Graphic Design,,,
638040,Adobe Photoshop Essentials: Master Adobe Photoshop CS6,https://www.udemy.com/adobe-photoshop-cs6-essentials-how-to-use-photoshop/,Beginner Level,Graphic Design,,,
502588,Learn GIMP,https://www.udemy.com/learn-gimp/,All Levels,Graphic Design,,,
1177670,Texturing For Designers - Bring Life to Design With Textures,https://www.udemy.com/texturing-for-designers-bring-life-to-design-with-textures/,All Levels,Graphic Design,,,
753774,Learn Advanced Photoshop Selections,https://www.udemy.com/learn-advanced-photoshop-selections/,All Levels,Graphic Design,,,
530436,InDesign: DiseÃ±o de proyectos paso a paso,https://www.udemy.com/indesign-diseno-de-proyectos-paso-a-paso/,Intermediate Level,Graphic Design,,,
690918,Domina el DiseÃ±o GrÃ¡fico para Web con Photoshop CC,https://www.udemy.com/domina-el-diseno-grafico-para-web-con-photoshop-cc/,All Levels,Graphic Design,,,
927336,Graphicriver Autor â€“ Verkaufe deine Designs online,https://www.udemy.com/graphicriver-autor-verkaufe-deine-designs-online/,All Levels,Graphic Design,,,
1022032,Adobe Illustrator CC,https://www.udemy.com/adobe-illustrator-cc-m/,Intermediate Level,Graphic Design,,,
1101806,ìº”ë°”(Canva)ë¡œ SNS ì½˜í…ì¸ ë§Œë“¤ê¸°,https://www.udemy.com/canvasns/,Beginner Level,Graphic Design,,,
1246168,"Illustrator para criaÃ§Ã£o de peÃ§as grÃ¡ficas, Design GrÃ¡fico",https://www.udemy.com/aula-de-illustrator-como-fazer-um-infografico/,Beginner Level,Graphic Design,,,
1242692,Photoshop Workflow - ManipulaÃ§Ã£o de imagem para Publicidade,https://www.udemy.com/photoshop-workflow-profissional/,Expert Level,Graphic Design,,,
1185390,Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,https://www.udemy.com/como-produzir-ebook-e-livros-com-adobe-indesign-cc/,All Levels,Graphic Design,,,
700942,Curso bÃ¡sico de Gimp; software gratis de diseÃ±o grÃ¡fico,https://www.udemy.com/curso-basico-gimp/,Beginner Level,Graphic Design,,,
804096,Curso Completo de SolidWorks 2016.,https://www.udemy.com/curso-de-chapa-metalica-solidworks-2016/,All Levels,Graphic Design,,,
733654,ãªãžã‚‹ã ã‘ã§ã™ãã§ãã‚‹! ç°¡å˜æ‰‹æãã‚¤ãƒ©ã‚¹ãƒˆè¬›åº§,https://www.udemy.com/nazoru-illust/,Beginner Level,Graphic Design,,,
994312,DÃ©couvrez InDesign en 1 heure,https://www.udemy.com/decouvrez-indesign-en-1-heure/,Beginner Level,Graphic Design,,,
902300,Convert Image to Vector in Adobe illustrator,https://www.udemy.com/convert-image-to-vector-in-adobe-illustrator/,Intermediate Level,Graphic Design,,,
522426,Design & Create Vector Graphics With Inkscape 2016,https://www.udemy.com/design-create-vector-graphics-with-inkscape/,Beginner Level,Graphic Design,,,
550360,GIMP for Beginners. Make Your Own Professional Book Covers,https://www.udemy.com/gimp-for-beginners/,Beginner Level,Graphic Design,,,
314698,Learn Photoshop Quickly (For Bloggers & Web Images),https://www.udemy.com/pscourse/,Beginner Level,Graphic Design,,,
960898,Photoshop CC 2017 for Beginners: Master Photoshop Essentials,https://www.udemy.com/adobe-photoshop-cc-for-beginners/,Beginner Level,Graphic Design,,,
1245392,Voxel 3D Model Creation Course,https://www.udemy.com/voxel-3d-model-creation-course/,All Levels,Graphic Design,,,
661628,Logo Design: Mastering the Wordmark,https://www.udemy.com/wordmark/,All Levels,Graphic Design,,,
1199928,The Complete Canva Course,https://www.udemy.com/the-complete-canva-course-for-beginners/,All Levels,Graphic Design,,,
923902,Learn Photoshop for Design: 100% Practical Projects,https://www.udemy.com/photoshop-for-design-learn-banner-design-in-photoshop/,All Levels,Graphic Design,,,
720300,Logo Design Theory & Application Bootcamp,https://www.udemy.com/logo-design-theory-application-bootcamp/,All Levels,Graphic Design,,,
79120,LaTeX for Professional Publications,https://www.udemy.com/learn-latex/,Beginner Level,Graphic Design,,,
1106490,The Design Theory Blitz,https://www.udemy.com/graphic-design-theory-blitz/,Beginner Level,Graphic Design,,,
424770,Book Design With MS Word And Canva,https://www.udemy.com/boost-your-sales-with-diy-design-for-non-techy-entrepreneurs/,All Levels,Graphic Design,,,
22445,Learn to Design a Letterhead - A Beginners Course,https://www.udemy.com/learn-to-design-a-letterhead/,All Levels,Graphic Design,,,
581352,Creating Icons with Adobe Illustrator,https://www.udemy.com/creating-icons-with-illustrator/,All Levels,Graphic Design,,,
874656,Create Stunning Infographics to Share your Ideas,https://www.udemy.com/infographic/,Beginner Level,Graphic Design,,,
1156778,How to stylize your photos in Photoshop with color overlays,https://www.udemy.com/how-to-stylize-your-photos-in-photoshop-with-color-overlays/,Beginner Level,Graphic Design,,,
870936,Business Card and Letterhead Design in Adobe Illustrator,https://www.udemy.com/stationery/,All Levels,Graphic Design,,,
413713,A Complete Guide to Successful Freelance Logo Design Career,https://www.udemy.com/be-a-successful-logo-designer/,All Levels,Graphic Design,,,
52457,The Logo Design Process From Start To Finish,https://www.udemy.com/the-logo-design-process-from-start-to-finish/,All Levels,Graphic Design,,,
446936,Creative logo design with Inkscape for free,https://www.udemy.com/logo-design-with-inkscape-for-free/,All Levels,Graphic Design,,,
77896,Typography Fundamentals - Feel confident with type!,https://www.udemy.com/typography-crash-course/,Beginner Level,Graphic Design,,,
654038,How To Sell Your Art Online With ETSY,https://www.udemy.com/how-to-sell-your-art-online-on-etsy/,Beginner Level,Graphic Design,,,
438420,Ultimate Guide on Freelancing Career in Photoshop Design,https://www.udemy.com/freelancing-career-in-photoshop-design/,All Levels,Graphic Design,,,
1246636,Photoshop - Como criar FusÃ£o de forma profissional,https://www.udemy.com/curso-de-photoshop-composicao-bombeiros/,All Levels,Graphic Design,,,
406424,"Photoshop, Illustrator, InDesign & Graphic Design Principles",https://www.udemy.com/photoshop-illustrator-indesign-graphic-design-principles/,All Levels,Graphic Design,,,
1243016,Photoshop - Tratamento de pele profissional,https://www.udemy.com/como-fazer-retoque-de-pele-profissional-em-10-passos/,Intermediate Level,Graphic Design,,,
1266468,Indesign - Para quem quer trabalhar com Design GrÃ¡fico,https://www.udemy.com/indesign-como-criar-layouts-pecas-graficas/,Intermediate Level,Graphic Design,,,
611804,Primeros Pasos con Photoshop CC,https://www.udemy.com/felinu-primeros-pasos-con-photoshop/,Beginner Level,Graphic Design,,,
276680,CÃ³mo DiseÃ±ar Logos,https://www.udemy.com/como-disenar-logos/,Beginner Level,Graphic Design,,,
922092,Photoshop para principiantes: Â¡De cero a experto!,https://www.udemy.com/adobe-photoshop-curso-practico/,Beginner Level,Graphic Design,,,
1274846,Photoshop AvanÃ§ado - PÃ³s ProduÃ§Ã£o e fusÃ£o com 3D,https://www.udemy.com/photoshop-avancado-pos-producao-e-fusao-com-3d/,Expert Level,Graphic Design,,,
1093446,ABC do Adobe Illustrator,https://www.udemy.com/abc-do-adobe-illustrator/,Beginner Level,Graphic Design,,,
1000116,Ø®Ø·ÙˆØªÙƒ Ø§Ù„Ø£ÙˆÙ„Ù‰ Ù„ØªØ¹Ù„Ù… Ø§Ù„ÙÙˆØªÙˆØ´ÙˆØ¨Photoshop,https://www.udemy.com/photoshop-g/,Beginner Level,Graphic Design,,,
673142,master course - realistisch zeichnen lernen,https://www.udemy.com/realistisch-zeichnen-lernen-augen/,All Levels,Graphic Design,,,
701468,Photoshopãƒžã‚¹ã‚¿ãƒ¼ã‚³ãƒ¼ã‚¹ã€€åŸºç¤Žã‹ã‚‰ä¸Šç´šã¾ã§ã€€ã‚¹ãƒ†ãƒƒãƒ—ãƒã‚¤ã‚¹ãƒ†ãƒƒãƒ—ã§Photoshopã®ã™ã¹ã¦ã‚’å­¦ã¼ã†,https://www.udemy.com/photoshop-x/,All Levels,Graphic Design,,,
399938,Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,All Levels,Graphic Design,,,
555952,Learn UI/UX and Mobile App Design in Photoshop from Scratch,https://www.udemy.com/learn-uiux-and-mobile-app-design-in-photoshop-from-scratch/,All Levels,Graphic Design,,,
341952,Mastering Photoshop: From Beginner to Industry Professional,https://www.udemy.com/photoshop-tricks-tips-and-techniques/,Intermediate Level,Graphic Design,,,
474076,Expert Retina / HiDPI Graphics in Photoshop & Illustrator,https://www.udemy.com/mastering-retina-graphics/,All Levels,Graphic Design,,,
839536,Start Making Comics with Manga Studio 5 / Clip Studio Paint,https://www.udemy.com/start-making-comics/,All Levels,Graphic Design,,,
787340,Most Wanted Flat Design Techniques #1: Desert Island,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-desert-island/,Intermediate Level,Graphic Design,,,
559204,Photoshop Quickstart Guide to Digital Sketching,https://www.udemy.com/photoshop-quickstart-guide-to-digital-sketching/,Beginner Level,Graphic Design,,,
1197810,Gestalt Principles & Pattern Design : Create Festive Pattern,https://www.udemy.com/gestalt-principles-surface-pattern-design-create-festive-pattern/,All Levels,Graphic Design,,,
971260,Logo Design - Design a Logo in Photoshop for beginners,https://www.udemy.com/logo-design-photoshop/,Beginner Level,Graphic Design,,,
960326,Advanced Features in Adobe Illustrator,https://www.udemy.com/advanced-features-in-adobe-illustrator/,Intermediate Level,Graphic Design,,,
144222,"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",https://www.udemy.com/paint-a-mixed-media-girl/,Beginner Level,Graphic Design,,,
447210,Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,https://www.udemy.com/photoshop-gimp-spotlight-top-image-hacks-you-need-to-know/,Beginner Level,Graphic Design,,,
482208,Learn Photoshop CC Essentials,https://www.udemy.com/learn-photoshop-cc-essentials/,Beginner Level,Graphic Design,,,
998580,Mobile App Design: From Beginner to Intermediate,https://www.udemy.com/mobile-app-design-from-beginner-to-intermediate/,All Levels,Graphic Design,,,
475214,Text based Logo Design for Business Using Adobe Photoshop,https://www.udemy.com/text-based-logo-design-using-adobe-photoshop/,All Levels,Graphic Design,,,
77532,Graphic Design for Entrepreneurs...Who Can't Draw,https://www.udemy.com/graphic-design-for-entrepreneurs/,Beginner Level,Graphic Design,,,
846214,BUSINESS CARD DESIGN IN POWERPOINT,https://www.udemy.com/design-flat-business-cards-in-powerpoint/,Beginner Level,Graphic Design,,,
951912,Adobe - How to create a professional Video Title/ Web Banner,https://www.udemy.com/adobe-how-to-create-a-professional-video-title-or-web-banner/,All Levels,Graphic Design,,,
1132572,How to Design an Awesome Letterhead in Adobe Illustrator,https://www.udemy.com/letterheaddesign/,All Levels,Graphic Design,,,
660876,Graphic Design - An Overview of the Field,https://www.udemy.com/graphic-design-secrets/,Beginner Level,Graphic Design,,,
837798,âœ”ï¸ Illustrator CC : Be a Graphic Designer in Illustrator CC,https://www.udemy.com/illustratorsupercourse/,All Levels,Graphic Design,,,
834226,FLAT ICON DESIGN IN POWERPOINT,https://www.udemy.com/flat-icon-design-powerpoint/,Beginner Level,Graphic Design,,,
750934,Logo Design By Example : Design 5 Famous Logos,https://www.udemy.com/logo-design-inkscape/,Beginner Level,Graphic Design,,,
770622,Bring your sketch to life - learn digital illustration,https://www.udemy.com/digital-illustration-with-illustrator-and-photoshop/,Beginner Level,Graphic Design,,,
1029436,Learn Cinema 4D: Create an Abstract Background,https://www.udemy.com/create-an-abstract-background/,Beginner Level,Graphic Design,,,
1165588,The Art of Icon Design: Create Custom Flat Icon Designs,https://www.udemy.com/the-art-of-icon-design-create-custom-flat-icon-designs/,All Levels,Graphic Design,,,
1226182,Design Tickets and Vouchers in Photoshop and Illustrator,https://www.udemy.com/design-tickets-and-vouchers-in-photoshop-and-illustrator/,Beginner Level,Graphic Design,,,
978462,Blender Modelling Series - Volume Two,https://www.udemy.com/blender-modelling-series-volume-two-master-object-mode/,Beginner Level,Graphic Design,,,
585566,Master Adobe Photoshop Lightroom CC - From Beginner to Advan,https://www.udemy.com/master-adobe-photoshop-lightroom-cc-from-beginner-to-advan/,Beginner Level,Graphic Design,,,
805882,Design bestselling T-shirts from Beginner to Expert.,https://www.udemy.com/t-shirt-design-from-beginner-to-expert-using-photoshop/,Beginner Level,Graphic Design,,,
413180,Digital Painting for Cartoon Characters,https://www.udemy.com/digital-painting-for-cartoon-characters/,All Levels,Graphic Design,,,
1027480,Create Animated Gif Advertising Banners in Photoshop CC,https://www.udemy.com/learn-how-to-create-animated-gif-advertising-banners-in-photoshop-cc/,All Levels,Graphic Design,,,
951304,The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,https://www.udemy.com/play-doh-technique/,All Levels,Graphic Design,,,
1219814,Photo Manipulation: Master Photo Editing,https://www.udemy.com/photo-manipulation-master-photo-editing/,All Levels,Graphic Design,,,
518870,How to create flat design icons in 15 minutes in Illustrator,https://www.udemy.com/how-to-create-flat-design-interface-icons-in-illustrator/,All Levels,Graphic Design,,,
935108,Adobe - Create a professional logo step-by-step (Beauty),https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-beauty/,All Levels,Graphic Design,,,
53549,Essential Skills for Designers - Mastering the Pen Tool,https://www.udemy.com/pen-tool/,All Levels,Graphic Design,,,
907408,Morphing with After Effect : Everything you need to know,https://www.udemy.com/adobe-after-effect-morph-anything/,All Levels,Graphic Design,,,
410974,Learn After Effects and master 3d layers in after effects,https://www.udemy.com/the-basics-of-after-effects/,All Levels,Graphic Design,,,
1035402,Learn Adobe Illustrator CC - All Essentials In 1 Hour!,https://www.udemy.com/learn-adobe-illustrator-cc-all-essentials-in-1-hour/,Beginner Level,Graphic Design,,,
991416,History of Art and Design from XV to XXI century,https://www.udemy.com/history-of-design-abc/,All Levels,Graphic Design,,,
472592,App Design + Web Design + Photoshop = Combined Course,https://www.udemy.com/photoshop-superhero/,Beginner Level,Graphic Design,,,
140368,Adobe Illustrator CC for beginners,https://www.udemy.com/illustrator-cc-real-world-projects-for-beginners/,Beginner Level,Graphic Design,,,
366194,Complete Portrait and Figure Drawing (step-by-step),https://www.udemy.com/complete-portrait-and-figure-drawing-step-by-step/,All Levels,Graphic Design,,,
939882,Adobe Illustrator: Learn Easy Logo Design.,https://www.udemy.com/logo-design-in-adobe-illustrator/,All Levels,Graphic Design,,,
631148,Create Beautiful Compelling Social Media Banners With Canva,https://www.udemy.com/stunning-images-for-social-media-with-canva/,Beginner Level,Graphic Design,,,
885479,Become a Professional Logo Designer,https://www.udemy.com/become-a-professional-logo-designer-w/,All Levels,Graphic Design,,,
783438,Learn Photoshop Actions - Save time with repetitive tasks,https://www.udemy.com/photoshop-actions-increase-your-efficiency/,Intermediate Level,Graphic Design,,,
49553,Essential Skills for Designers - Masking,https://www.udemy.com/photoshop-masking/,All Levels,Graphic Design,,,
506164,Mastering Photoshop Elements 13 Made Easy Training Tutorial,https://www.udemy.com/mastering-photoshop-elements-13-made-easy-training-tutorial/,Beginner Level,Graphic Design,,,
280194,"Become a Graphic Designer, and earn a living from it",https://www.udemy.com/become-a-graphic-designer-and-earn-a-living-from-it/,All Levels,Graphic Design,,,
711210,Learn 2D Cell Shading in Photoshop,https://www.udemy.com/3dmotive-learn-2d-cell-shading-in-photoshop/,Intermediate Level,Graphic Design,,,
905244,Adobe Illustrator For Everyone: Create Detailed Vector Image,https://www.udemy.com/how-to-create-your-own-steampunk-vehicle-part-1/,All Levels,Graphic Design,,,
637066,Learn Digital Drawing in Photoshop,https://www.udemy.com/digital-drawing-in-photoshop/,All Levels,Graphic Design,,,
785328,Quickly Batch Export & Package Logo Files for Clients,https://www.udemy.com/quickly-batch-export-package-logo-files-for-clients/,Intermediate Level,Graphic Design,,,
744696,Logo Design for Everybody,https://www.udemy.com/logo-design-for-everybody/,Beginner Level,Graphic Design,,,
220604,Pixelmator - Create Vector Graphics From Scratch,https://www.udemy.com/create-icons-and-shapes-from-scratch-using-pixelmator/,All Levels,Graphic Design,,,
699380,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-3/,Intermediate Level,Graphic Design,,,
787096,Most Wanted Flat Design Techniques #3: Office Space,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-office-space/,Intermediate Level,Graphic Design,,,
793000,Flat Design - Create Beautiful Flat Graphics In Photoshop,https://www.udemy.com/flat-design-graphics-photoshop/,All Levels,Graphic Design,,,
803058,T-Shirt Design Workshop 01: Foundation,https://www.udemy.com/t-shirt-design-workshop-01-foundation/,All Levels,Graphic Design,,,
494058,Expert Guide : Mastering Shapes Creation with Illustrator,https://www.udemy.com/mastering-shapes-creation-in-illustrator/,All Levels,Graphic Design,,,
1027080,Logo Portfolio in 1 Hour in Wordpress,https://www.udemy.com/logoportfolio/,All Levels,Graphic Design,,,
367460,Complete Digital Painting Training with Corel Painter,https://www.udemy.com/digital-portrait-painting/,All Levels,Graphic Design,,,
1151342,How to Design Simple Promotional Materials in Photoshop,https://www.udemy.com/how-to-design-simple-promotional-materials-in-photoshop/,Beginner Level,Graphic Design,,,
395140,Design and Animate a Gamer UI,https://www.udemy.com/design-and-animate-a-gamer-ui/,All Levels,Graphic Design,,,
866796,Learn Blender 3D - The materials and texture course,https://www.udemy.com/learn-blender-3d-the-materials-and-texture-course/,All Levels,Graphic Design,,,
857144,FACEBOOK COVERS IN POWERPOINT,https://www.udemy.com/design-facebook-covers-in-powerpoint/,Beginner Level,Graphic Design,,,
611370,"Quote Images for Pinterest, Facebook, & Instagram",https://www.udemy.com/viral-images-pinterest-facebook-instagram/,Beginner Level,Graphic Design,,,
452092,Adobe Illustrator: Create a Quick & Easy Unique Illustration,https://www.udemy.com/create-quick-easy-original-illustrations-in-illustrator/,Beginner Level,Graphic Design,,,
286424,Learn to Design a Logo in Adobe Illustrator,https://www.udemy.com/learn-to-design-a-logo-in-adobe-illustrator/,All Levels,Graphic Design,,,
348116,Photoshop In-Depth: Master all of Photoshop's Tools Easily,https://www.udemy.com/photoshop-tools/,All Levels,Graphic Design,,,
436568,DiseÃ±o de logo para principiantes,https://www.udemy.com/logo_para_principiantes/,All Levels,Graphic Design,,,
956002,After Effects - Alles rund um das Tracking,https://www.udemy.com/spannende-after-effects-techniken/,Beginner Level,Graphic Design,,,
185500,IntroducciÃ³n al retrato realista con Photoshop,https://www.udemy.com/introduccion-al-retrato-realista-con-photoshop/,Beginner Level,Graphic Design,,,
722176,Uso BÃ¡sico de Adobe Photoshop,https://www.udemy.com/uso-basico-de-adobe-photoshop/,Beginner Level,Graphic Design,,,
197610,TÃ©cnicas Photoshop: Reformar Campo de golf,https://www.udemy.com/tecnicas-photoshop-reformar-campo-de-golf/,All Levels,Graphic Design,,,
672112,èª°ã§ã‚‚ã‚ã‹ã‚‹ Adobe Illustrator CS5,https://www.udemy.com/adobe-illustrator-cs5-k/,Beginner Level,Graphic Design,,,
672086,èª°ã§ã‚‚ã‚ã‹ã‚‹ Adobe Photoshop CS5,https://www.udemy.com/adobe-photoshop-cs5-k/,Beginner Level,Graphic Design,,,
185538,MicroStation - Niveles,https://www.udemy.com/microstation-niveles/,Beginner Level,Graphic Design,,,
188604,Crea personajes fantÃ¡sticos con Photoshop,https://www.udemy.com/crea-personajes-fantasticos-con-photoshop/,Beginner Level,Graphic Design,,,
188584,Letras en Adobe Illustrator,https://www.udemy.com/letras-en-adobe-illustrator/,Beginner Level,Graphic Design,,,
181268,Photoshop: Creando elemental de aire,https://www.udemy.com/photoshop-creando-elemental-de-aire/,Beginner Level,Graphic Design,,,
185526,MicroStation - CÃ©lulas,https://www.udemy.com/microstation-celulas/,Beginner Level,Graphic Design,,,
177472,Nuke X: Aprende composiciÃ³n digital,https://www.udemy.com/nuke-x-aprende-composicion-digital/,Beginner Level,Graphic Design,,,
766320,à¸ªà¸£à¹‰à¸²à¸‡à¸‡à¸²à¸™à¸à¸£à¸²à¸Ÿà¸Ÿà¸´à¸„à¹à¸­à¸žà¸žà¸¥à¸´à¹€à¸„à¸Šà¸±à¹ˆà¸™à¸¡à¸·à¸­à¸–à¸·à¸­à¸”à¹‰à¸§à¸¢ Adobe Illustrator,https://www.udemy.com/adobe-illustrator-mobile-app-codemobiles-thai/,Beginner Level,Graphic Design,,,
181264,Photoshop: Creando elemental de agua,https://www.udemy.com/photoshop-creando-elemental-de-agua/,Beginner Level,Graphic Design,,,
513846,ï¼—æ—¥ã§ãƒžã‚¹ã‚¿ãƒ¼ ãƒ“ã‚®ãƒŠãƒ¼å‘ã‘ Adobe Illustratorã€€ã©ãã©ãã‚»ãƒŸãƒŠãƒ¼,https://www.udemy.com/7-adobe-illustrator/,Beginner Level,Graphic Design,,,
242176,Si eres nuevo en Photoshop...Este es tu curso NÂº1,https://www.udemy.com/photoshopcurso1/,Beginner Level,Graphic Design,,,
255604,Intro to Illustrator,https://www.udemy.com/intro-to-illustrator/,Beginner Level,Graphic Design,,,
1049380,ç”»åƒåŠ å·¥ã®åˆå¿ƒè€…ã ã¨ã—ã¦ã‚‚ã€ï¼‘é€±é–“ã§ãƒ›ãƒ¼ãƒ ãƒšãƒ¼ã‚¸ã®ãƒˆãƒƒãƒ—ç”»åƒã‚’è£½ä½œã§ãã‚‹ã‚ˆã†ã«ãªã‚‹ç”»åƒè£½ä½œè¬›åº§,https://www.udemy.com/layeqrqk/,Beginner Level,Graphic Design,,,
1216164,Photoshop - AutomatizaÃ§Ã£o com Adobe Script,https://www.udemy.com/adobe-photoshop-scripting/,Intermediate Level,Graphic Design,,,
1024800,Ø¯ÙˆØ±Ø© Ø´Ø§Ù…Ù„ Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ø¥Ù„Ø³ØªØ±ÙŠØªÙˆØ± Ù„Ù„Ù…Ø¨ØªØ¯Ø¦ÙŠÙ† - Adobe illustrator CC,https://www.udemy.com/illustrator-basics/,Beginner Level,Graphic Design,,,
1262470,Corel Draw X8 BaÅŸlangÄ±Ã§ EÄŸitimi (YENÄ°),https://www.udemy.com/coreldraw-x8-temel-egitimi-yeni/,Beginner Level,Graphic Design,,,
1164832,Formation Photoshop,https://www.udemy.com/formation-photoshop/,Beginner Level,Graphic Design,,,
794036,8 Stunden professionelles Cinema 4D Training,https://www.udemy.com/professionelle-3d-modelle-leicht-verstandlich-erstellen/,All Levels,Graphic Design,,,
1004512,Clipping Masks & Shaped images in Adobe Photoshop CC,https://www.udemy.com/how-to-adobe-photoshop-clipping-mask-layer-tutorial-images-photoshop/,All Levels,Graphic Design,,,
464184,Expert Guide : Mastering Photoshop Smart Objects in depth !,https://www.udemy.com/a-genius-guide-become-photoshop-smarty-with-smart-objects/,All Levels,Graphic Design,,,
1126016,Portrait Typography in Photoshop - Anyone can do Typography,https://www.udemy.com/portrait-typography-in-photoshop-anyone-can-do-typography/,All Levels,Graphic Design,,,
482924,Mastering Retouching and Restoration (15 projects Included),https://www.udemy.com/mastering-beauty-retouching-and-photo-restoration/,All Levels,Graphic Design,,,
738198,Make flat design trees in Adobe Illustrator in 30 minutes!,https://www.udemy.com/make-flat-design-trees-in-adobe-illustrator-in-30-minutes/,Beginner Level,Graphic Design,,,
768366,Photoshop Fantastic! - The Comprehensive Guide to Photoshop,https://www.udemy.com/photoshopfantastic/,All Levels,Graphic Design,,,
